id,title,year,genre,certificate,time,ImdbRating,metascore,votes,simple_desc
tt4530422,Overlord,2018,"Action, Horror, Sci-Fi",R,110,6.6,60,99955,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.
tt4731136,A Cure for Wellness,2016,"Drama, Fantasy, Horror",R,146,6.4,47,99926,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
tt1592525,Lockout,2012,"Action, Sci-Fi, Thriller",PG-13,95,6.0,48,99040,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the President's daughter from an outer-space prison taken over by violent inmates.
tt7752126,Brightburn,2019,"Drama, Horror, Mystery",R,90,6.1,44,98820,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?"
tt1017460,Splice,2009,"Horror, Sci-Fi",R,104,5.8,66,98143,Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.
tt0418819,Land of the Dead,2005,"Horror, Sci-Fi, Thriller",R,93,6.2,71,97393,"The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation."
tt3072482,Hardcore Henry,2015,"Action, Adventure, Sci-Fi",R,96,6.7,51,96403,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers."
tt1549572,Another Earth,2011,"Drama, Romance, Sci-Fi",PG-13,92,6.9,66,96351,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident."
tt0364970,Babylon A.D.,2008,"Action, Adventure, Sci-Fi",PG-13,90,5.5,26,96288,Veteran-turned-mercenary Toorop takes the high-risk job of escorting a woman from Russia to America. Little does he know that she is host to an organism that a cult wants to harvest in order to produce a genetically modified Messiah.
tt0960731,Bedtime Stories,2008,"Adventure, Comedy, Family",PG,99,6.0,33,96058,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.
tt2592614,Resident Evil: The Final Chapter,2016,"Action, Horror, Sci-Fi",R,107,5.5,49,95004,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
tt4695012,It Comes at Night,2017,"Drama, Horror, Mystery",R,91,6.2,78,94868,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge."
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action, Adventure, Comedy",PG-13,112,5.9,40,93834,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
tt0371606,Chicken Little,2005,"Animation, Adventure, Comedy",G,81,5.7,48,93685,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion."
tt4287320,The Circle,2017,"Drama, Sci-Fi, Thriller",PG-13,110,5.3,43,93496,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity."
tt0285531,Dreamcatcher,2003,"Drama, Horror, Sci-Fi",R,136,5.5,35,93284,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.
tt1470827,Monsters,2010,"Adventure, Drama, Romance",R,94,6.4,63,93275,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border."
tt0267804,The One,2001,"Action, Sci-Fi, Thriller",PG-13,87,5.9,25,92811,"A rogue Multiverse agent goes on a manhunt for alternate versions of himself, getting stronger with each kill. Only the last version of himself, an LASD cop, can stop his crusade before he becomes ""The One""."
tt1911658,Penguins of Madagascar,2014,"Animation, Adventure, Comedy",PG,92,6.6,53,91944,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
tt0443701,The X Files: I Want to Believe,2008,"Crime, Drama, Horror",PG-13,104,5.9,47,91871,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
tt1213644,Disaster Movie,2008,"Comedy, Sci-Fi",PG-13,87,1.9,15,91851,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
tt2274648,Hellboy,2019,"Action, Adventure, Fantasy",R,120,5.2,31,91105,"Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge."
tt0079945,Star Trek: The Motion Picture - The Director's Edition,1979,"Adventure, Mystery, Sci-Fi",G,131,6.4,50,91001,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it."
tt0105698,Universal Soldier,1992,"Action, Sci-Fi",R,102,6.1,35,90588,Two rival soldiers who were killed in Vietnam are brought back to life in a top secret military experiment that creates superhuman warriors.
tt0119137,Flubber,1997,"Comedy, Family, Sci-Fi",PG,93,5.3,37,90361,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance."
tt1564585,Skyline,2010,"Action, Sci-Fi, Thriller",PG-13,92,4.5,26,90213,"Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth."
tt7550000,Project Power,2020,"Action, Crime, Sci-Fi",R,113,6.0,51,89136,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation."
tt0405325,Sky High,2005,"Action, Comedy, Family",PG,100,6.3,62,88248,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being."
tt9114286,Black Panther: Wakanda Forever,2022,"Action, Adventure, Drama",PG-13,161,7.3,67,87154,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.
tt0092007,Star Trek IV: The Voyage Home,1986,"Action, Adventure, Comedy",PG,119,7.3,71,86329,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales."
tt0346156,Sky Captain and the World of Tomorrow,2004,"Action, Adventure, Mystery",PG,106,6.1,64,85256,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world."
tt0290095,The Tuxedo,2002,"Action, Comedy, Sci-Fi",PG-13,98,5.4,30,84771,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.
tt0851578,Papurika,2006,"Animation, Drama, Fantasy",R,90,7.7,81,84165,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
tt10539608,The Midnight Sky,2020,"Adventure, Drama, Sci-Fi",PG-13,118,5.6,58,83648,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe."
tt0307479,Solaris,2002,"Drama, Mystery, Romance",PG-13,99,6.2,65,83488,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
tt5774060,Underwater,2020,"Action, Horror, Sci-Fi",PG-13,95,5.8,48,83400,A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.
tt0439815,Slither,2006,"Comedy, Horror, Sci-Fi",R,95,6.5,69,83213,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
tt3420504,Finch,2021,"Adventure, Drama, Sci-Fi",PG-13,115,6.9,57,82721,"On a post-apocalyptic Earth, a robot, built to protect the life of his creator's beloved dog learns about life, love, friendship and what it means to be human."
tt0111280,Star Trek: Generations,1994,"Action, Adventure, Mystery",PG,118,6.6,55,82642,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix."
tt0173840,Final Fantasy: The Spirits Within,2001,"Animation, Action, Adventure",PG-13,106,6.4,49,82457,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.
tt0370032,Ultraviolet,2006,"Action, Sci-Fi",PG-13,88,4.3,18,82364,"A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages."
tt1418377,"I, Frankenstein",2014,"Action, Fantasy, Sci-Fi",PG-13,92,5.1,30,81644,"Frankenstein's creature finds himself caught in an all-out, centuries-old war between two immortal clans."
tt2649554,Midnight Special,2016,"Drama, Mystery, Sci-Fi",PG-13,112,6.6,76,81249,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
tt0114508,Species,1995,"Action, Horror, Sci-Fi",R,108,5.8,49,81067,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
tt2436386,Project Almanac,2015,"Drama, Mystery, Sci-Fi",PG-13,106,6.3,47,80812,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control."
tt0185183,Battlefield Earth,2000,"Action, Adventure, Sci-Fi",PG-13,118,2.5,9,80491,"It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime."
tt0117333,Phenomenon,1996,"Drama, Fantasy, Romance",PG,123,6.4,41,80369,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
tt5688932,Sorry to Bother You,2018,"Comedy, Drama, Fantasy",R,112,6.9,80,80267,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed."
tt4682266,The New Mutants,2020,"Action, Horror, Mystery",PG-13,94,5.3,43,80157,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves."
tt0253754,Star Trek: Nemesis,2002,"Action, Adventure, Sci-Fi",PG-13,116,6.4,51,79916,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth."
tt0427392,The Invasion,2007,"Sci-Fi, Thriller",PG-13,99,5.9,45,79481,"As a Washington, D.C. psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped."
tt8695030,The Dead Don't Die,2019,"Comedy, Fantasy, Horror",R,104,5.4,53,79194,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.
tt1220198,The Fourth Kind,2009,"Horror, Mystery, Sci-Fi",PG-13,98,5.9,34,78669,"A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up."
tt1634106,Bloodshot,2020,"Action, Adventure, Sci-Fi",PG-13,109,5.7,44,78402,"Ray Garrison, a slain soldier, is re-animated with superpowers."
tt0483607,Doomsday,2008,"Action, Sci-Fi, Thriller",R,113,5.9,51,77704,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.
tt0120461,Volcano,1997,"Action, Drama, Sci-Fi",PG-13,104,5.5,55,77483,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.
tt5834426,Moonfall,2022,"Action, Adventure, Sci-Fi",PG-13,130,5.1,41,76691,A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.
tt2387433,Dark Skies,2013,"Horror, Sci-Fi, Thriller",PG-13,97,6.3,50,76630,"As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars."
tt0102975,Star Trek VI: The Undiscovered Country,1991,"Action, Adventure, Sci-Fi",PG,110,7.2,65,76540,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace."
tt0462465,Outlander,2008,"Action, Adventure, Sci-Fi",R,115,6.2,40,76093,"During the reign of the Vikings, Kainan, a man from a far-off world, crash lands on Earth, bringing with him an alien predator known as the Moorwen. Though both man and monster are seeking revenge for violence committed against them, Kainan leads the alliance to kill the Moorwen by fusing his advanced technology with the Viking's Iron Age weaponry."
tt0120844,Star Trek: Insurrection,1998,"Action, Adventure, Sci-Fi",PG,103,6.4,64,75796,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
tt0116225,Escape from L.A.,1996,"Action, Adventure, Sci-Fi",R,101,5.7,54,75629,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported."
tt8155288,Happy Death Day 2U,2019,"Comedy, Horror, Mystery",PG-13,100,6.2,57,75401,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.
tt1098327,Dragonball Evolution,2009,"Action, Adventure, Fantasy",PG,85,2.6,45,75116,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
tt1740707,Trolljegeren,2010,"Drama, Fantasy, Horror",PG-13,103,6.9,61,74944,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter."
tt0119925,The Postman,1997,"Action, Adventure, Drama",R,177,6.1,29,74587,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.
tt0811080,Speed Racer,2008,"Action, Adventure, Comedy",PG,135,6.0,37,74392,Young driver Speed Racer aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.
tt1082868,Quarantine,2008,"Horror, Sci-Fi, Thriller",R,89,5.9,53,74196,"A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers."
tt0183523,Mission to Mars,2000,"Adventure, Sci-Fi, Thriller",PG,114,5.6,34,73951,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors."
tt0120738,Lost in Space,1998,"Action, Adventure, Family",PG-13,130,5.2,42,72930,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.
tt0139809,The Thirteenth Floor,1999,"Mystery, Sci-Fi, Thriller",R,100,7.0,36,72784,A computer scientist running a virtual reality simulation of 1937 becomes the primary suspect when his colleague and mentor is murdered.
tt0113481,Johnny Mnemonic,1995,"Action, Drama, Sci-Fi",R,103,5.6,36,72590,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
tt0114558,Strange Days,1995,"Crime, Drama, Sci-Fi",R,145,7.1,66,72509,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.
tt1374992,Upside Down,2012,"Drama, Fantasy, Romance",PG-13,109,6.3,45,72233,"Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love."
tt3554046,Space Jam: A New Legacy,2021,"Animation, Adventure, Comedy",PG,115,4.5,36,71967,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with Bugs Bunny to win a basketball game."
tt2051879,Europa Report,2013,"Adventure, Drama, Mystery",PG-13,97,6.4,68,71897,An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
tt0457400,Land of the Lost,2009,"Action, Adventure, Comedy",PG-13,102,5.3,32,71847,"A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks."
tt0864835,Mr. Peabody & Sherman,2014,"Animation, Adventure, Comedy",PG,92,6.8,59,71276,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created."
tt0329774,xXx: State of the Union,2005,"Action, Adventure, Crime",PG-13,101,4.4,37,71132,"Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States."
tt0414852,Banlieue 13,2004,"Action, Crime, Sci-Fi",R,84,7.1,70,70879,"In the ghettos of Paris in 2010, an undercover cop and an ex-thug try to infiltrate a gang in order to defuse a neutron bomb."
tt0426592,Superhero Movie,2008,"Action, Comedy, Sci-Fi",PG-13,75,4.6,33,69928,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero."
tt0110216,Junior,1994,"Comedy, Romance, Sci-Fi",PG-13,109,4.7,59,69597,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body."
tt0120053,The Saint,1997,"Action, Adventure, Romance",PG-13,116,6.2,50,69228,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret."
tt0112682,La cité des enfants perdus,1995,"Drama, Fantasy, Sci-Fi",R,112,7.5,73,69049,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process."
tt0287717,Spy Kids 2: Island of Lost Dreams,2002,"Action, Adventure, Comedy",PG,100,5.2,66,68402,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids."
tt0132347,Mystery Men,1999,"Action, Comedy, Fantasy",PG-13,121,6.1,65,67747,A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.
tt3416828,Ice Age: Collision Course,2016,"Animation, Adventure, Comedy",PG,94,5.6,34,67584,"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."
tt3513498,The Lego Movie 2: The Second Part,2019,"Animation, Action, Adventure",PG,107,6.6,65,67369,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild."
tt3014866,Criminal,2016,"Action, Sci-Fi, Thriller",R,113,6.3,36,66963,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission."
tt1185834,Star Wars: The Clone Wars,2008,"Animation, Action, Adventure",PG,98,5.9,35,66859,"After the Republic's victory on Christophsis, Anakin and his new apprentice, Ahsoka Tano, must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission."
tt0327162,The Stepford Wives,2004,"Comedy, Horror, Sci-Fi",PG-13,93,5.3,42,66849,The secret to a Stepford wife lies behind the doors of the Men's Association.
tt0970411,City of Ember,2008,"Adventure, Family, Fantasy",PG,90,6.4,58,66657,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker."
tt0356618,The Forgotten,2004,"Drama, Mystery, Sci-Fi",PG-13,91,5.8,43,66532,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work."
tt2910814,The Signal,2014,"Drama, Mystery, Sci-Fi",PG-13,97,6.0,54,66427,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare."
tt0124298,Blast from the Past,1999,"Comedy, Drama, Romance",PG-13,112,6.7,48,66177,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
tt4680182,Colossal,2016,"Comedy, Drama, Fantasy",R,109,6.2,70,65633,"Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon."
tt0453556,TMNT,2007,"Animation, Action, Adventure",PG,87,6.2,41,65224,"When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it."
tt12412888,Sonic the Hedgehog 2,2022,"Action, Adventure, Comedy",PG,122,6.5,47,65171,"When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way."
tt4877122,The Emoji Movie,2017,"Animation, Adventure, Comedy",PG,86,3.3,12,65020,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
tt0465624,My Super Ex-Girlfriend,2006,"Comedy, Romance, Sci-Fi",PG-13,96,5.2,50,64905,"When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell."
tt6133466,The First Purge,2018,"Action, Horror, Sci-Fi",R,97,5.2,54,64712,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does."
tt0480669,Los cronocrímenes,2007,"Horror, Mystery, Sci-Fi",R,92,7.1,68,64569,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
tt1990314,Robot & Frank,2012,"Comedy, Crime, Drama",PG-13,89,7.0,67,64445,"In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team."
tt0300556,Timeline,2003,"Action, Adventure, Sci-Fi",PG-13,116,5.6,28,63654,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th-century France before they can escape back to the twenty-first century.
tt0120913,Titan A.E.,2000,"Animation, Action, Adventure",PG,94,6.6,48,61718,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.
tt1093357,The Darkest Hour,2011,"Action, Adventure, Horror",PG-13,89,4.9,18,61648,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply."
tt5113044,Minions: The Rise of Gru,2022,"Animation, Adventure, Comedy",PG,87,6.6,56,61540,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
tt0338459,Spy Kids 3: Game Over,2003,"Action, Adventure, Comedy",PG,84,4.3,57,61188,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
tt8912936,DC League of Super-Pets,2022,"Animation, Action, Adventure",PG,105,7.3,56,61104,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped."
tt0258153,S1m0ne,2002,"Comedy, Drama, Sci-Fi",PG-13,117,6.1,49,60975,"A producer's film is endangered when his star walks off, so he decides to digitally create an actress to substitute for the star, becoming an overnight sensation that everyone thinks is a real person."
tt0255798,The Animal,2001,"Comedy, Sci-Fi",PG-13,84,4.8,43,60789,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals."
tt1439572,Perfect Sense,2011,"Drama, Romance, Sci-Fi",R,92,7.0,55,60673,A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.
tt4547056,The Girl with All the Gifts,2016,"Action, Adventure, Drama",R,111,6.6,67,60406,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.
tt0111438,Timecop,1994,"Action, Crime, Sci-Fi",R,99,5.9,48,60387,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future."
tt1075417,Race to Witch Mountain,2009,"Action, Adventure, Family",PG,98,5.7,52,60356,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.
tt8368406,Vivarium,2019,"Horror, Mystery, Sci-Fi",R,97,5.8,64,60006,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family",PG,93,5.1,34,58722,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.
tt0199753,Red Planet,2000,"Action, Sci-Fi, Thriller",PG-13,106,5.7,34,58238,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry."
tt0212712,2046,2004,"Drama, Romance, Sci-Fi",R,129,7.4,78,58195,"Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love."
tt0271367,Eight Legged Freaks,2002,"Action, Adventure, Comedy",PG-13,99,5.5,53,57867,Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.
tt0211443,Jason X,2001,"Action, Horror, Sci-Fi",R,92,4.4,25,57396,"Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him."
tt1976009,Victor Frankenstein,2015,"Drama, Horror, Sci-Fi",PG-13,110,5.9,36,57387,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today."
tt1971325,Autómata,2014,"Action, Drama, Sci-Fi",R,109,6.0,37,57313,Human race is at edge of the end. Robot race is at edge of the beginning.
tt3272066,Reminiscence,2021,"Mystery, Romance, Sci-Fi",PG-13,116,5.9,46,56161,"Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her."
tt0109836,Frankenstein,1994,"Drama, Horror, Romance",R,123,6.3,49,56023,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
tt1772240,Apollo 18,2011,"Horror, Mystery, Sci-Fi",PG-13,86,5.2,24,56014,"Decades-old found footage from NASA's abandoned Apollo 18 mission, where three American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon."
tt0138304,The Astronaut's Wife,1999,"Drama, Sci-Fi, Thriller",R,109,5.4,37,55874,"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were."
tt0762125,Planet 51,2009,"Animation, Adventure, Comedy",PG,91,6.0,39,55771,"An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him."
tt9783600,Spiderhead,2022,"Action, Crime, Drama",R,106,5.4,54,55338,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions."
tt0108255,Super Mario Bros.,1993,"Adventure, Comedy, Family",PG,104,4.1,35,55336,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
tt0228333,Ghosts of Mars,2001,"Action, Horror, Sci-Fi",R,98,4.9,35,55313,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house."
tt0119707,Mortal Kombat: Annihilation,1997,"Action, Adventure, Fantasy",PG-13,95,3.6,11,55242,A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.
tt0106598,Coneheads,1993,"Comedy, Sci-Fi",PG,88,5.4,49,54954,Aliens with conical crania crash-land on Earth.
tt5968394,Captive State,2019,"Action, Horror, Sci-Fi",PG-13,109,6.0,54,54795,"Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents."
tt0382992,Stealth,2005,"Action, Adventure, Sci-Fi",PG-13,121,5.0,35,54507,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control before it initiates the next world war."
tt5834262,Hotel Artemis,2018,"Action, Crime, Drama",R,94,6.1,58,54163,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals."
tt6920084,Resident Evil: Welcome to Raccoon City,2021,"Action, Horror, Sci-Fi",R,107,5.2,44,53866,"Set in 1998, this origin story explores the secrets of the mysterious Spencer Mansion and the ill-fated Raccoon City."
